id,consent,priority,physics_score,russian_score,math_score,achievements_score,total_score
885529,True,3,67,66,94,5,232
374058,False,3,76,80,71,4,231
547937,True,1,70,63,83,0,216
264171,False,1,80,69,48,1,198
676341,False,2,78,79,46,1,204
119693,True,3,77,71,54,1,203
904326,True,3,63,63,90,10,226
835603,False,2,80,62,60,3,205
575497,True,2,78,60,69,1,208
890476,True,3,76,79,53,10,218
267471,False,3,62,66,86,5,219
3813,True,3,70,77,82,9,238
100017,True,1,80,69,76,5,230
309681,True,1,62,76,83,1,222
682002,True,2,73,75,49,10,207
55330,True,3,73,66,66,2,207
863449,False,2,62,68,94,4,228
820983,True,2,75,71,55,6,207
262013,True,1,61,61,75,10,207
274459,False,1,74,76,72,8,230
738318,True,3,65,68,79,0,212
572242,True,2,70,80,66,5,221
318684,True,1,73,61,71,9,214
493286,True,3,64,69,85,3,221
597974,True,2,73,71,77,10,231
980622,False,3,77,69,67,8,221
769770,True,2,72,67,62,1,202
340268,True,3,65,69,80,3,217
814826,True,1,70,74,55,3,202
119801,False,3,78,65,68,1,212
689797,True,1,79,67,76,10,232
447985,True,2,65,80,77,8,230
114796,False,2,60,71,65,7,203
543369,False,3,78,60,72,7,217
436098,True,3,77,76,67,3,223
982110,True,1,68,69,93,5,235
264787,True,3,62,71,77,6,216
253843,False,1,72,77,61,8,218
632216,True,1,78,62,72,5,217
683076,True,2,78,79,42,5,204
709685,False,2,77,74,53,1,205
972091,True,3,61,76,67,7,211
895296,False,2,69,73,74,8,224
188984,True,1,74,77,56,1,208
819562,True,3,72,70,61,4,207
655932,True,3,76,68,75,1,220
620354,True,2,74,73,80,4,231
781670,True,3,73,71,57,8,209
395354,False,1,80,74,40,10,204
94499,True,2,71,72,55,4,202
450990,True,3,71,77,50,2,200
856739,True,3,62,68,97,1,228
178882,True,2,65,64,77,4,210
619672,True,1,80,78,57,1,216
563630,False,3,62,69,69,0,200
821557,True,2,60,66,91,7,224
950798,True,1,62,67,73,2,204
175305,True,1,80,73,60,5,218
715833,True,1,63,76,66,10,215
529937,False,3,64,74,78,1,217
172475,True,1,78,62,91,9,240
300770,True,3,68,78,52,10,208
923598,True,1,62,61,84,10,217
958472,True,1,76,80,58,2,216
137140,False,3,64,75,82,8,229
72088,True,1,69,73,65,3,210
264722,False,2,65,60,83,0,208
876378,False,2,80,79,71,10,240
806569,False,3,77,70,59,7,213
474304,True,3,69,76,61,2,208
606656,True,3,71,76,53,1,201
780343,False,3,66,75,82,1,224
174332,True,2,77,75,70,3,225
797000,True,2,75,75,78,1,229
123105,True,3,74,65,76,7,222
953220,True,1,68,79,81,7,235
296227,True,1,78,69,77,2,226
962308,True,3,65,73,65,8,211
841371,True,1,63,76,63,5,207
773896,False,3,74,77,59,2,212
556714,True,3,60,80,89,2,231
377803,True,1,65,79,69,7,220
352470,True,3,78,80,60,6,224
268748,True,2,68,78,55,1,202
575929,False,2,70,80,51,7,208
563643,True,3,60,66,78,9,213
577631,True,3,77,77,70,3,227
109504,False,2,65,80,62,4,211
882209,True,2,77,64,59,6,206
143303,True,1,69,72,57,6,204
811691,True,3,65,64,68,7,204
12293,False,2,77,80,41,10,208
899572,True,1,64,67,75,10,216
909442,True,3,77,64,68,0,209
801727,True,3,73,61,83,7,224
656395,True,2,74,74,59,1,208
923458,True,3,67,78,76,10,231
879963,True,3,63,73,91,4,231
975401,True,1,68,61,96,8,233
489456,True,3,69,75,61,0,205
741108,True,3,75,68,56,8,207
359051,True,1,77,72,71,10,230
858711,True,1,73,73,63,5,214
285559,False,2,80,65,72,0,217
213786,True,2,60,77,85,1,223
121105,True,2,67,74,67,1,209
15096,True,2,60,62,80,0,202
529765,True,1,62,80,72,10,224
921165,True,1,80,72,66,6,224
195148,False,2,75,61,68,5,209
486143,True,1,62,63,100,7,232
74838,True,1,61,71,86,0,218
439393,False,3,74,63,71,5,213
355824,True,2,67,76,80,1,224
162487,False,3,60,69,78,9,216
766912,True,3,64,63,89,6,222
67102,False,2,74,74,51,0,199
673207,True,2,71,64,88,4,227
6537,False,1,68,69,72,0,209
758331,True,3,80,70,72,9,231
946729,False,1,67,80,69,9,225
177475,False,3,72,62,82,10,226
737652,True,2,79,67,61,0,207
727812,True,3,63,67,82,1,213
217293,True,2,65,64,94,6,229
823243,True,2,80,70,61,7,218
443498,True,2,78,70,57,5,210
741303,False,1,69,60,92,4,225
415523,True,1,72,62,65,8,207
614737,False,3,74,65,66,4,209
4316,True,1,79,73,64,9,225
685486,True,2,70,64,78,8,220
911715,False,2,67,67,70,0,204
502474,True,1,80,75,45,8,208
535106,True,1,77,71,71,5,224
286035,False,1,64,64,99,9,236
743210,True,2,74,69,78,1,222
43617,True,1,78,62,62,0,202
948260,True,1,78,73,51,1,203
990455,True,3,66,69,66,5,206
341367,False,1,74,70,76,0,220
879415,True,1,62,74,63,2,201
505380,True,2,68,60,68,1,197
991306,True,1,73,80,51,9,213
49458,True,1,76,70,63,9,218
607440,False,2,60,74,73,5,212
705052,True,1,80,66,55,1,202
689956,False,3,76,61,61,7,205
499117,True,2,74,62,68,6,210
381040,True,3,67,73,86,8,234
243380,True,2,77,80,55,7,219
734585,True,2,79,77,50,9,215
874065,True,1,67,62,94,8,231
708146,False,3,80,80,64,9,233
492348,False,1,64,71,76,0,211
327460,True,2,76,64,78,0,218
638035,True,1,74,65,81,4,224
512161,True,2,61,74,73,0,208
745273,True,1,60,66,96,3,225
571840,True,1,66,68,94,0,228
404320,True,1,77,73,81,2,233
28737,True,2,65,64,78,0,207
949167,True,2,65,71,65,7,208
657069,False,1,70,72,56,1,199
596760,True,3,63,66,75,8,212
670613,True,1,72,77,81,5,235
757745,False,2,67,73,72,1,213
131643,True,3,65,60,86,4,215
55475,True,3,71,72,72,5,220
498875,False,2,66,69,85,9,229
872983,True,3,69,76,65,10,220
814607,True,3,69,61,77,4,211
359201,False,3,77,80,61,0,218
759828,True,3,76,65,55,5,201
8072,True,1,76,75,43,1,195
637552,True,2,63,70,79,9,221
453139,True,1,66,73,84,6,229
205476,True,3,77,68,57,10,212
206116,True,3,69,77,65,2,213
210787,False,1,80,66,77,2,225
887680,True,3,76,61,68,9,214
898857,True,1,74,71,86,8,239
958016,True,3,64,72,83,7,226
303082,True,2,78,71,78,1,228
637912,True,3,80,70,64,10,224
584203,False,2,79,62,81,6,228
84457,True,2,80,73,49,10,212
594348,True,1,69,68,76,3,216
457636,True,1,70,79,61,3,213
428867,True,2,67,73,68,1,209
708308,True,2,74,68,87,1,230
563692,False,3,80,68,56,0,204
237791,True,3,75,80,49,9,213
851588,True,2,77,74,67,1,219
862187,True,3,78,74,63,5,220
336451,True,3,64,60,73,0,197
800627,True,3,71,80,63,6,220
23148,True,1,66,72,87,8,233
750860,False,1,67,71,61,0,199
297250,False,1,63,68,90,4,225
602661,True,1,78,69,51,3,201
202591,False,1,70,69,77,5,221
125547,True,2,68,69,66,8,211
137768,True,2,70,65,65,10,210
689901,False,1,65,65,74,0,204
106065,True,2,78,65,75,8,226
21585,True,1,74,72,65,5,216
679974,True,2,78,80,62,8,228
592122,False,2,67,62,75,10,214
889493,True,1,77,67,62,9,215
285926,False,1,70,80,73,10,233
348067,True,2,71,76,67,8,222
623692,True,2,73,72,51,5,201
40652,True,2,65,75,57,5,202
340435,False,2,61,61,83,5,210
936401,False,1,76,80,75,3,234
188101,True,2,80,65,64,6,215
565469,True,1,79,61,81,3,224
758262,True,2,63,63,86,10,222
524892,True,2,63,73,68,6,210
902605,True,1,67,71,76,8,222
180192,False,1,70,60,86,7,223
390255,True,2,80,74,63,8,225
263005,True,2,65,73,61,5,204
434407,True,2,73,72,65,9,219
401574,True,1,68,62,98,0,228
644592,True,1,64,60,84,10,218
745039,True,1,76,68,64,0,208
36526,False,1,70,65,69,9,213
879762,False,2,72,67,66,6,211
468875,True,1,64,63,79,1,207
849317,True,2,61,73,89,8,231
369679,True,1,73,75,74,2,224
985876,True,1,74,73,54,8,209
982304,True,2,73,76,44,3,196
334701,True,2,78,78,52,4,212
551994,True,2,68,60,74,0,202
168183,True,1,80,68,79,9,236
298076,True,2,74,76,66,7,223
47157,True,1,68,71,70,10,219
335432,False,1,75,65,72,7,219
837051,True,2,80,60,75,0,215
318473,True,2,77,79,67,2,225
894161,False,2,63,63,78,6,210
341808,True,2,64,60,76,3,203
820390,True,2,74,66,79,6,225
400868,True,2,64,76,61,1,202
368730,True,2,73,65,71,4,213
156487,True,2,74,63,85,10,232
749073,False,1,60,65,97,1,223
490559,False,1,74,67,74,1,216
42676,True,2,67,62,74,1,204
246830,True,1,77,80,63,3,223
971404,True,1,60,70,91,10,231
698321,True,2,65,80,79,4,228
414245,False,2,68,73,61,2,204
303805,True,1,76,75,57,2,210
993247,False,1,80,77,63,3,223
789492,False,1,68,74,66,8,216
363704,True,1,62,73,79,5,219
155999,True,1,77,63,60,3,203
348891,True,2,64,70,92,5,231
26176,False,1,72,70,88,8,238
973583,True,1,63,68,86,10,227
953177,True,1,73,80,57,2,212
356511,True,2,69,71,76,10,226
325031,True,1,80,64,60,0,204
472601,False,1,69,76,74,7,226
323054,False,1,62,68,90,3,223
123231,True,2,76,61,81,7,225
788334,True,2,62,80,80,10,232
664320,True,1,68,80,61,10,219
617857,False,1,64,64,66,6,200
433082,True,2,72,60,90,9,231
966956,False,2,64,64,84,1,213
970219,True,2,79,70,60,8,217
313302,False,1,69,65,76,4,214
70634,True,1,80,63,82,1,226
567111,True,2,66,74,77,7,224
864713,False,2,76,79,68,10,233
100586,True,2,64,72,60,10,206
809396,True,1,67,62,98,10,237
831105,True,2,67,60,78,4,209
263754,False,1,67,63,68,3,201
765978,True,1,77,67,70,1,215
316388,False,1,73,68,83,5,229
303963,False,1,70,62,76,3,211
147811,False,1,76,63,83,9,231
824703,True,1,77,66,57,9,209
156104,False,1,60,68,67,9,204
265952,True,1,73,65,88,7,233
579403,True,2,66,71,81,2,220
481102,True,1,61,72,86,5,224
704080,True,2,67,66,78,8,219
42413,True,2,78,71,61,2,212
224627,True,1,63,72,92,3,230
462082,False,2,68,69,82,9,228
126895,False,1,76,78,71,6,231
901934,True,1,70,72,55,2,199
461666,False,2,66,75,72,3,216
760275,False,1,66,70,75,2,213
973002,True,2,74,61,79,9,223
460755,False,2,77,69,66,6,218
373330,True,1,79,62,63,3,207
633541,False,1,79,75,73,8,235
717223,False,2,69,62,70,9,210
446440,False,2,79,79,46,9,213
486595,True,2,64,66,92,8,230
744228,True,2,65,77,59,6,207
